ko_id	median_expression_rank	genomes_w_ko	genomes_w_motif	genomes_w_str_motif	percent_genomes_w_ko	avg_motifs_100aa_gc	avg_str_motifs_100aa_gc	a_level	b_level	c_level	description
K03327	1830	1869	33.65436062	14.92776886	57.47232472	0.001365099	0.000505729	Environmental Information Processing	Membrane transport	ABC transporters	"TC.MATE, SLC47A, norM, mdtK, dinF; multidrug resistance protein, MATE family"
K03328	2419	1075	29.58139535	9.860465116	33.05658057	0.001239041	0.000346456	Environmental Information Processing	Membrane transport	Transport	"TC.PST; polysaccharide transporter, PST family"
K03335	1551	873	45.47537228	20.16036655	26.84501845	0.004316515	0.001404626	Metabolism	Carbohydrate metabolism	Inositol phosphate metabolism	iolE; inosose dehydratase
K03337	1822	821	89.15956151	19.61023143	25.24600246	0.016466349	0.002537144	Metabolism	Carbohydrate metabolism	Inositol phosphate metabolism	iolB; 5-deoxy-glucuronate isomerase
K03386	235	2104	21.00760456	11.59695817	64.69864699	0.006315161	0.003483431	Cellular Processes	Cell growth and death	Apoptosis - fly	"PRDX2_4, ahpC; peroxiredoxin 2/4"
K03394	1860	1101	14.25976385	5.177111717	33.85608856	0.0021623	0.000742454	Metabolism	Metabolism of cofactors and vitamins	Porphyrin and chlorophyll metabolism	cobI-cbiL; precorrin-2/cobalt-factor-2 C20-methyltransferase
K03402	1779	1257	41.12967383	4.693715195	38.65313653	0.01261935	0.001444678	Genetic Information Processing	Transcription factors	Transcription factors	"argR, ahrC; transcriptional regulator of arginine metabolism"
K03405	1182	1007	33.76365442	10.62562066	30.96555966	0.002636618	0.000782316	Metabolism	Metabolism of cofactors and vitamins	Porphyrin and chlorophyll metabolism	"chlI, bchI; magnesium chelatase subunit I"
K03406	1506	1661	68.03130644	34.3166767	51.07626076	0.000611054	0.000207728	Environmental Information Processing	Signal transduction	Two-component system	mcp; methyl-accepting chemotaxis protein
K03407	1291	1713	68.2428488	48.45300642	52.67527675	0.002826191	0.001439012	Environmental Information Processing	Signal transduction	Two-component system	"cheA; two-component system, chemotaxis family, sensor kinase CheA"
K03408	1749	1711	65.22501461	45.99649328	52.61377614	0.025974989	0.016455145	Environmental Information Processing	Signal transduction	Two-component system	cheW; purine-binding chemotaxis protein CheW
K03411	2113	1140	19.9122807	10.0877193	35.05535055	0.005982499	0.00294559	Cellular Processes	Cell motility	Bacterial chemotaxis	cheD; chemotaxis protein CheD
K03412	2295.5	1807	79.91145545	49.25290537	55.56580566	0.010972327	0.004729481	Environmental Information Processing	Signal transduction	Two-component system	"cheB; two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase"
K03413	1707	1776	12.72522523	4.786036036	54.61254613	0.002827109	0.000886423	Environmental Information Processing	Signal transduction	Two-component system	"cheY; two-component system, chemotaxis family, chemotaxis protein CheY"
K03424	1838	3248	38.82389163	17.51847291	99.87699877	0.004842884	0.002179513	Metabolism	Enzymes with EC numbers	Enzymes with EC numbers	tatD; TatD DNase family protein
K03426	2157	1682	63.43638526	34.60166468	51.72201722	0.009724555	0.004664699	Metabolism	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism	"E3.6.1.22, NUDT12, nudC; NAD+ diphosphatase"
K03427	936	1973	99.13836797	22.45311708	60.6703567	0.006294826	0.000557082	Cellular Processes	Prokaryotic defense system	Restriction and modification system	hsdM; type I restriction enzyme M protein
K03431	1088	2704	13.8683432	2.403846154	83.14883149	0.000645918	0.000103688	Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism	glmM; phosphoglucosamine mutase
K03436	1903	837	18.99641577	7.407407407	25.73800738	0.002463664	0.000873944	Genetic Information Processing	Transcription factors	Transcription factors	"fruR2, fruR; DeoR family transcriptional regulator, fructose operon transcriptional repressor"
K03437	1984.5	2278	23.00263389	7.945566286	70.04920049	0.003014631	0.000886493	Genetic Information Processing	Transfer RNA biogenesis	Transfer RNA biogenesis	"spoU; RNA methyltransferase, TrmH family"
K03438	1928.5	3248	42.1182266	13.08497537	99.87699877	0.004606845	0.00119434	Genetic Information Processing	Ribosome biogenesis	Ribosome biogenesis	"mraW, rsmH; 16S rRNA (cytosine1402-N4)-methyltransferase"
K03439	1579	2816	28.16051136	11.25710227	86.59286593	0.005506171	0.002079771	Genetic Information Processing	Transfer RNA biogenesis	Transfer RNA biogenesis	"trmB, METTL1, TRM8; tRNA (guanine-N7-)-methyltransferase"
K03442	1315	2349	33.33333333	18.73137505	72.23247232	0.002769613	0.001211708	Environmental Information Processing	Membrane transport	ABC transporters	mscS; small conductance mechanosensitive channel
K03446	1280.5	1013	90.32576505	46.89042448	31.1500615	0.004982057	0.001436539	Environmental Information Processing	Membrane transport	ABC transporters	"emrB; MFS transporter, DHA2 family, multidrug resistance protein"
K03449	2126	1051	67.84015224	22.35965747	32.31857319	0.004638699	0.0010914	Environmental Information Processing	Membrane transport	ABC transporters	"MFS.CP; MFS transporter, CP family, cyanate transporter"
K03453	1748.25	1308	54.58715596	10.55045872	40.22140221	0.005494241	0.000971824	Environmental Information Processing	Membrane transport	Transport	"TC.BASS; bile acid:Na+ symporter, BASS family"
K03455	1584	1887	59.35347112	21.03868574	58.02583026	0.002186321	0.000564745	Environmental Information Processing	Membrane transport	Transport	"TC.KEF; monovalent cation:H+ antiporter-2, CPA2 family"
K03465	1082	914	39.49671772	13.89496718	28.10578106	0.006781522	0.002456081	Metabolism	Nucleotide metabolism	Pyrimidine metabolism	"thyX, thy1; thymidylate synthase (FAD)"
K03466	1244	3087	89.99028183	64.13994169	94.92619926	0.003656472	0.001512031	Genetic Information Processing	Chromosome and associated proteins	Chromosome and associated proteins	"ftsK, spoIIIE; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family"
K03469	1390.5	2861	10.55574974	4.054526389	87.97662977	0.002584495	0.000876168	Genetic Information Processing	Replication and repair	DNA replication	"rnhA, RNASEH1; ribonuclease HI"
K03470	2279.5	3210	35.17133956	14.89096573	98.70848708	0.007991428	0.002861977	Genetic Information Processing	Replication and repair	DNA replication	rnhB; ribonuclease HII
K03474	1509	1844	10.35791757	4.013015184	56.70356704	0.001532989	0.000695393	Metabolism	Metabolism of cofactors and vitamins	Vitamin B6 metabolism	pdxJ; pyridoxine 5-phosphate synthase
K03495	1140	2644	81.69440242	30.78668684	81.30381304	0.003616238	0.000846357	Genetic Information Processing	Transfer RNA biogenesis	Transfer RNA biogenesis	"gidA, mnmG, MTO1; tRNA uridine 5-carboxymethylaminomethyl modification enzyme"
K03496	1916	3065	88.84176183	25.38336052	94.2496925	0.011970818	0.002118541	Genetic Information Processing	Chromosome and associated proteins	Chromosome and associated proteins	"parA, soj; chromosome partitioning protein"
K03497	1869	3068	45.59973924	19.16558018	94.34194342	0.003714428	0.001168717	Genetic Information Processing	Transcription factors	Transcription factors	"parB, spo0J; ParB family transcriptional regulator, chromosome partitioning protein"
K03498	1500	1914	45.97701149	14.05433647	58.85608856	0.001913652	0.00047381	Environmental Information Processing	Membrane transport	ABC transporters	"trkH, trkG, ktrB; trk system potassium uptake protein"
K03499	1080	2626	33.62528561	9.710586443	80.7503075	0.003732635	0.001094082	Environmental Information Processing	Membrane transport	ABC transporters	"trkA, ktrA; trk system potassium uptake protein"
K03500	1967	2949	66.05629027	28.48423194	90.68265683	0.004476272	0.001462681	Genetic Information Processing	Ribosome biogenesis	Ribosome biogenesis	"rsmB, sun; 16S rRNA (cytosine967-C5)-methyltransferase"
K03501	2370.5	3176	20.43450882	7.90302267	97.66297663	0.004565257	0.001575628	Genetic Information Processing	Ribosome biogenesis	Ribosome biogenesis	"gidB, rsmG; 16S rRNA (guanine527-N7)-methyltransferase"
K03502	1758	929	41.55005382	20.12917115	28.56703567	0.002512011	0.001036851	Genetic Information Processing	DNA repair and recombination proteins	DNA repair and recombination proteins	umuC; DNA polymerase V
K03517	867.75	2333	44.1063009	14.40205744	71.7404674	0.004584442	0.001341352	Metabolism	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism	nadA; quinolinate synthase
K03518	2058.5	1023	16.81329423	9.188660802	31.45756458	0.002126256	0.000959606	Metabolism	Enzymes with EC numbers	Enzymes with EC numbers	coxS; aerobic carbon-monoxide dehydrogenase small subunit
K03521	526	2474	60.79223929	16.24898949	76.07626076	0.009367268	0.002256498	Metabolism	Energy metabolism	Energy metabolism	"fixA, etfB; electron transfer flavoprotein beta subunit"
K03522	794.5	2478	11.86440678	4.317998386	76.19926199	0.00084429	0.000278236	Genetic Information Processing	"Folding, sorting and degradation RNA degradation"	Exosome	"fixB, etfA; electron transfer flavoprotein alpha subunit"
K03523	1763.5	1684	21.31828979	1.959619952	51.78351784	0.004974541	0.000445333	Environmental Information Processing	Membrane transport	ABC transporters	bioY; biotin transport system substrate-specific component
K03524	2318	3161	42.77127491	14.90034799	97.20172202	0.006804106	0.001950601	Metabolism	Metabolism of cofactors and vitamins	Biotin metabolism	"birA; BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase"
K03525	1743	2414	37.32394366	10.10770505	74.23124231	0.006759473	0.001502818	Metabolism	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis	coaX; type III pantothenate kinase
K03526	663	2830	26.18374558	10.98939929	87.02337023	0.00313702	0.001257364	Metabolism	Metabolism of terpenoids and polyketides	Terpenoid backbone biosynthesis	"gcpE, ispG; (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase"
K03527	1061.5	2824	52.69121813	30.27620397	86.83886839	0.005674034	0.002833116	Metabolism	Metabolism of terpenoids and polyketides	Terpenoid backbone biosynthesis	"ispH, lytB; 4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase"
K03529	941	2655	88.58757062	79.20903955	81.64206642	0.001109444	0.000710332	Genetic Information Processing	Chromosome and associated proteins	Chromosome and associated proteins	smc; chromosome segregation protein
K03530	945	3047	4.660321628	1.64095832	93.69618696	0.003196474	0.001051811	Genetic Information Processing	DNA replication proteins	DNA replication proteins	hupB; DNA-binding protein HU-beta
K03531	536	3201	45.23586379	19.33770697	98.43173432	0.003796655	0.001154618	Cellular Processes	Cell growth and death	Cell cycle - Caulobacter	ftsZ; cell division protein FtsZ
K03534	2544	972	10.80246914	5.041152263	29.88929889	0.004778495	0.002261765	Metabolism	Enzymes with EC numbers	Enzymes with EC numbers	rhaM; L-rhamnose mutarotase
K03536	2529	2938	27.80803268	9.155888359	90.34440344	0.018685773	0.005525183	Genetic Information Processing	Transfer RNA biogenesis	Transfer RNA biogenesis	rnpA; ribonuclease P protein component
K03543	1393	1099	64.14922657	19.92720655	33.79458795	0.00452124	0.000942183	Environmental Information Processing	Membrane transport	ABC transporters	"emrA; membrane fusion protein, multidrug efflux system"
K03544	393.5	3178	98.64694777	4.27942102	97.72447724	0.006080245	0.000247676	Cellular Processes	Cell growth and death	Cell cycle - Caulobacter	"clpX, CLPX; ATP-dependent Clp protease ATP-binding subunit ClpX"
K03545	93	3236	27.99752781	6.829419036	99.50799508	0.001351312	0.000352185	Genetic Information Processing	Protein processing	Protein processing	tig; trigger factor
K03546	1578.5	1677	39.59451401	17.94871795	51.56826568	0.000612076	0.000242273	Genetic Information Processing	DNA repair and recombination proteins	DNA repair and recombination proteins	"sbcC, rad50; DNA repair protein SbcC/Rad50"
K03547	1731	1595	64.76489028	19.2476489	49.04674047	0.005915859	0.001305622	Genetic Information Processing	DNA repair and recombination proteins	DNA repair and recombination proteins	"sbcD, mre11; DNA repair protein SbcD/Mre11"
K03549	1135	1068	77.62172285	32.02247191	32.84132841	0.002420377	0.000644069	Environmental Information Processing	Membrane transport	ABC transporters	kup; KUP system potassium uptake protein
K03550	1773	3233	33.62202289	11.56820291	99.41574416	0.008307401	0.002764177	Genetic Information Processing	Replication and repair	Homologous recombination	ruvA; holliday junction DNA helicase RuvA
K03551	1392.5	3227	98.51255036	97.36597459	99.23124231	0.013285233	0.008795942	Genetic Information Processing	Replication and repair	Homologous recombination	ruvB; holliday junction DNA helicase RuvB
K03553	289	3243	92.90780142	64.23065063	99.72324723	0.007868178	0.005350173	Genetic Information Processing	Replication and repair	Homologous recombination	recA; recombination protein RecA
K03555	1110	2608	81.59509202	36.1196319	80.19680197	0.001983381	0.000615361	Genetic Information Processing	Replication and repair	Mismatch repair	mutS; DNA mismatch repair protein MutS
K03558	2013	1797	25.31997774	8.514190317	55.25830258	0.007907899	0.002370416	Unclassified	Poorly characterized	General function prediction only	cvpA; membrane protein required for colicin V production
K03559	1694	1870	40.69518717	28.02139037	57.50307503	0.022808813	0.012962252	Environmental Information Processing	Membrane transport	ABC transporters	exbD; biopolymer transport protein ExbD
K03560	1581	1371	32.23924143	12.69146608	42.15867159	0.015357029	0.005307336	Environmental Information Processing	Membrane transport	ABC transporters	tolR; biopolymer transport protein TolR
K03561	1485	1893	30.53354464	15.42525092	58.2103321	0.003054466	0.00134351	Environmental Information Processing	Membrane transport	ABC transporters	exbB; biopolymer transport protein ExbB
K03562	1359	1392	6.681034483	4.166666667	42.80442804	0.001297796	0.000829049	Environmental Information Processing	Membrane transport	ABC transporters	tolQ; biopolymer transport protein TolQ
K03563	2100.5	1099	10.64604186	5.823475887	33.79458795	0.016615168	0.009786869	Environmental Information Processing	Signal transduction	Two-component system	csrA; carbon storage regulator
K03564	1608.25	2758	5.11240029	2.102973169	84.80934809	0.0012866	0.000478863	Metabolism	Enzymes with EC numbers	Enzymes with EC numbers	"BCP, PRXQ, DOT5; thioredoxin-dependent peroxiredoxin"
K03565	1977.5	2491	23.9662786	11.96306704	76.59901599	0.00734223	0.003480118	Genetic Information Processing	DNA repair and recombination proteins	DNA repair and recombination proteins	recX; regulatory protein
K03566	2863	949	91.78082192	40.77976818	29.18204182	0.0097635	0.002003295	Cellular Processes	Cellular community - prokaryotes	Biofilm formation - Escherichia coli	"gcvA; LysR family transcriptional regulator, glycine cleavage system transcriptional activator"
K03568	885.5	1724	32.83062645	13.92111369	53.01353014	0.001406766	0.000551166	Metabolism	Peptidases and inhibitors	Peptidases and inhibitors	tldD; TldD protein
K03569	553.5	2493	95.94865624	9.306056959	76.66051661	0.009436884	0.00071693	Genetic Information Processing	Chromosome and associated proteins	Chromosome and associated proteins	mreB; rod shape-determining protein MreB and related proteins
K03570	1795	2439	45.79745797	26.32226322	75	0.007969279	0.00357232	Genetic Information Processing	Chromosome and associated proteins	Chromosome and associated proteins	mreC; rod shape-determining protein MreC
K03571	1787	1691	32.11117682	16.26256653	51.99876999	0.011625753	0.005161085	Genetic Information Processing	Chromosome and associated proteins	Chromosome and associated proteins	mreD; rod shape-determining protein MreD
